GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38
0400000US01,01,Alabama,1845169,11483,57372,566,72.6,0.4,60270,646,15.5,0.4,12335,966,33.7,0.4,16250,147,6.9,0.3,8492,224,1.9,0.2,2572,201,20.5,0.4,20648,504,1233937,11653,68525,778,19.0,0.4,37036,1236,35.8,0.7,55959,1462,29.4,0.6,95978,1757,8.5,0.3,65641,2242,5.7,0.3,110498,2993,1.6,0.2,82854,10298,4822023,*****,22815,212,69.1,0.2,26181,302,26.5,0.1,15075,281,0.5,0.1,21507,3077,1.2,0.1,25824,5724,0.0,0.1,25168,12642,1.1,0.1,9677,1252,1.6,0.1,12219,1378,3.8,0.1,12299,838,66.6,0.1,26669,311,30.0,(X),(X),(X),30.8,(X),(X),(X),23.5,(X),(X),(X)
0400000US02,02,Alaska,251651,2883,84738,1964,86.7,0.7,80495,1990,42.3,1.3,9756,2317,20.4,0.9,15122,456,4.6,0.6,8990,683,6.6,0.6,4337,335,18.8,1.0,26071,1359,166400,3894,95924,2726,8.9,0.8,45752,3735,31.7,1.7,68722,4885,37.8,1.6,120275,4777,9.4,1.0,87764,9191,9.3,1.0,142344,7742,2.8,0.6,106404,12554,731449,*****,31890,675,66.5,0.3,38185,939,3.6,0.2,25676,3218,14.0,0.5,18012,1138,5.9,0.3,22528,4145,1.1,0.1,14872,3924,0.9,0.2,23908,3392,8.0,0.6,16769,1624,6.0,0.1,22228,2023,63.0,0.1,38948,1016,25.1,(X),(X),(X),26.6,(X),(X),(X),20.3,(X),(X),(X)
0400000US04,04,Arizona,2392168,11611,64841,635,75.1,0.3,65358,708,18.6,0.4,18195,1049,31.0,0.3,18035,150,4.2,0.2,9310,299,2.3,0.1,3589,322,19.7,0.3,24585,703,1560687,15808,74275,834,19.3,0.4,47253,1411,35.7,0.5,61167,1341,27.8,0.6,103156,2148,8.9,0.3,67608,2558,6.0,0.3,111025,3898,2.4,0.2,85278,7474,6553255,*****,24600,222,78.8,0.3,26764,286,4.4,0.1,19810,906,4.4,0.1,11822,488,2.9,0.1,29353,1860,0.2,0.1,17374,3487,6.4,0.3,13176,591,2.9,0.2,13466,1047,30.2,*****,13650,276,56.9,0.1,31659,360,30.2,(X),(X),(X),30.4,(X),(X),(X),23.5,(X),(X),(X)
0400000US05,05,Arkansas,1143859,7351,54116,703,73.5,0.5,56065,802,15.6,0.5,13110,1541,34.3,0.5,16022,201,7.2,0.4,8419,274,2.7,0.2,3369,338,17.2,0.4,19163,806,758601,8707,64235,1074,18.3,0.5,37300,1414,34.8,0.8,50526,1744,32.3,0.8,87342,2358,7.7,0.5,60138,3392,5.5,0.4,105421,4365,1.5,0.3,84119,9722,2949131,*****,21643,266,78.3,0.2,23679,322,15.7,0.1,14042,512,0.6,0.1,17802,2670,1.3,0.1,22748,2995,0.2,0.1,7536,974,2.0,0.2,11391,926,2.0,0.2,13282,1550,6.7,0.1,12165,1142,73.9,0.1,24342,332,27.4,(X),(X),(X),27.7,(X),(X),(X),21.3,(X),(X),(X)
0400000US06,06,California,12552658,18433,82159,322,80.1,0.1,82815,366,20.2,0.2,22578,577,25.7,0.1,16623,78,6.1,0.1,9559,102,4.1,0.1,5111,91,15.7,0.1,27927,321,8585787,27380,91046,430,13.7,0.2,46808,890,34.9,0.3,72572,772,28.2,0.2,128385,865,10.9,0.2,78804,1185,8.2,0.1,127783,1367,4.1,0.1,97549,1386,38041430,*****,28341,111,62.1,0.2,32058,152,6.0,0.1,21958,423,0.8,0.1,18584,911,13.5,0.1,32004,357,0.4,0.1,21740,1580,12.9,0.1,14071,166,4.4,0.1,17500,437,38.2,*****,15172,102,39.2,0.1,41509,219,30.0,(X),(X),(X),30.4,(X),(X),(X),22.2,(X),(X),(X)
0400000US08,08,Colorado,1996088,8553,76489,868,82.5,0.3,75331,830,23.1,0.4,17728,1256,23.5,0.3,16490,180,3.6,0.2,9265,300,2.2,0.2,3454,304,16.0,0.3,27213,590,1278264,10500,90152,1046,11.7,0.3,50038,1929,32.9,0.6,75205,2013,37.1,0.7,112806,1809,8.5,0.4,74493,3209,7.5,0.3,123968,4236,2.3,0.2,90311,4909,5187582,*****,30329,329,84.4,0.3,32382,383,4.2,0.1,19311,1238,0.9,0.1,16994,1584,2.8,0.1,28720,1866,0.1,0.1,18513,4284,4.2,0.3,15285,795,3.3,0.2,16788,1200,21.0,*****,15546,335,69.4,0.1,35966,428,25.8,(X),(X),(X),26.0,(X),(X),(X),20.1,(X),(X),(X)
0400000US09,09,Connecticut,1357812,6453,94796,1395,79.1,0.4,97879,1658,26.9,0.5,19343,1531,29.2,0.4,18177,202,4.3,0.2,9401,329,3.1,0.3,4077,300,17.9,0.3,26139,914,902369,9154,114025,2169,12.4,0.4,50380,2444,31.8,0.8,98105,3856,33.2,0.7,146641,3839,9.7,0.5,93907,5048,10.2,0.4,154329,5475,2.6,0.3,113225,9266,3590347,*****,36891,529,78.1,0.3,40856,621,10.2,0.2,20681,861,0.3,0.1,21255,5450,4.1,0.1,38174,2425,0.1,0.1,N,N,4.6,0.3,15664,915,2.6,0.2,17428,2187,14.2,*****,18537,918,70.0,0.1,43092,640,29.2,(X),(X),(X),30.1,(X),(X),(X),23.1,(X),(X),(X)
0400000US10,10,Delaware,340308,3122,74460,1556,77.5,0.7,74442,1562,21.2,0.9,15661,2344,32.3,0.8,18830,376,4.5,0.5,10656,676,2.6,0.3,3079,584,22.8,0.9,23373,1651,225593,4537,86132,1979,15.4,0.8,49472,3000,31.8,1.5,69774,4018,30.1,1.5,113519,3875,10.4,1.1,70825,4352,9.5,1.1,126911,7431,2.7,0.6,97803,8604,917092,*****,28705,595,69.7,0.4,32142,719,21.5,0.3,20857,1128,0.3,0.1,17770,5500,3.3,0.2,29696,2833,0.0,0.1,20022,13399,2.5,0.4,18828,3465,2.6,0.4,11180,2219,8.6,*****,16453,1446,64.3,0.2,33484,766,29.2,(X),(X),(X),29.8,(X),(X),(X),22.9,(X),(X),(X)
0400000US11,11,District of Columbia,266662,3138,102160,3036,80.6,1.1,108168,3496,24.9,1.3,19677,3342,18.2,0.8,14675,722,6.2,0.6,9096,849,3.9,0.6,4516,525,14.3,0.7,38006,3129,112493,3951,129347,6674,14.5,1.5,49957,8381,34.6,2.1,82601,8409,31.8,1.7,217676,17846,12.2,1.2,93195,12930,3.7,0.8,243617,59887,3.2,0.8,119878,15633,632323,*****,45307,1257,39.6,0.6,73549,3021,49.5,0.4,25062,1301,0.4,0.1,30810,15372,3.5,0.3,56936,7005,0.0,0.1,N,N,4.5,0.7,18237,2556,2.5,0.4,33343,7608,9.9,*****,28047,3127,35.3,0.1,77843,3080,29.7,(X),(X),(X),34.5,(X),(X),(X),27.7,(X),(X),(X)
0400000US12,12,Florida,7197943,25102,64229,450,72.1,0.2,64422,516,20.0,0.2,23780,646,35.6,0.2,17496,87,4.9,0.1,9046,151,2.3,0.1,3386,186,19.5,0.2,24648,430,4598222,24279,75292,582,20.7,0.3,50613,1031,34.8,0.4,62585,928,27.5,0.4,103579,1495,8.8,0.2,68910,2078,6.0,0.2,111161,2138,2.2,0.1,84128,3403,19317568,*****,25428,167,76.3,0.1,28149,204,16.1,0.1,15445,255,0.3,0.1,19603,2124,2.5,0.1,27170,1484,0.1,0.1,29520,14450,2.4,0.1,15779,754,2.4,0.1,13929,796,23.2,*****,17837,243,56.8,0.1,31507,270,33.0,(X),(X),(X),33.2,(X),(X),(X),25.9,(X),(X),(X)
