GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38
0400000US13,13,Georgia,3494542,15336,63554,765,78.5,0.3,65137,731,15.5,0.3,15107,1786,26.6,0.3,16081,161,5.2,0.2,8386,211,1.9,0.1,3552,363,15.9,0.3,24140,1534,2376008,17596,73315,920,15.2,0.3,38082,2043,37.3,0.6,58729,1530,30.8,0.6,101269,1715,8.7,0.4,66680,4405,6.0,0.3,114750,3828,2.1,0.2,87438,6948,9815210,*****,23604,262,60.7,0.2,27887,385,30.8,0.1,16983,287,0.3,0.1,16732,2799,3.3,0.1,25217,2054,0.1,0.1,18402,8324,2.9,0.2,10473,840,1.9,0.1,12701,1378,9.0,0.1,12365,464,55.4,0.1,29256,409,32.9,(X),(X),(X),33.6,(X),(X),(X),24.9,(X),(X),(X)
0400000US15,15,Hawaii,448563,5562,78802,1522,80.7,0.9,75310,1798,27.2,0.9,15284,1716,32.6,0.7,17037,330,4.1,0.4,8930,573,4.3,0.5,5340,599,22.2,0.8,26189,999,311789,5861,89653,2042,13.0,0.8,52000,4822,31.1,1.2,64056,2341,30.3,1.3,109211,4973,10.1,0.8,89578,4112,10.2,0.9,140219,6510,5.3,0.5,123665,7007,1374810,*****,27353,492,25.0,0.3,36271,1597,1.9,0.1,26175,2556,0.3,0.1,22364,5594,38.1,0.7,29741,778,9.3,0.4,18854,1759,1.3,0.2,23386,3967,24.1,1.0,17993,724,9.2,*****,17065,988,22.9,0.1,37415,1701,30.6,(X),(X),(X),31.8,(X),(X),(X),24.9,(X),(X),(X)
0400000US16,16,Idaho,580193,6204,56222,1238,78.4,0.7,55169,1369,19.0,0.8,12238,1573,29.9,0.6,16617,306,4.4,0.4,8737,575,3.5,0.4,3056,687,17.1,0.7,20426,1155,398682,6942,65418,1719,15.4,0.8,41297,2575,32.6,1.3,53229,3179,36.3,1.4,80008,2544,6.5,0.7,63206,6766,7.6,0.8,96819,6049,1.6,0.3,74496,6381,1584985,*****,21152,449,92.5,0.4,21734,455,0.5,0.1,16524,5204,1.3,0.2,13428,1950,1.3,0.2,20947,4521,0.1,0.1,21744,11358,1.8,0.3,11116,1527,2.5,0.3,12015,2397,11.5,0.1,10999,662,83.5,0.1,22885,512,26.4,(X),(X),(X),26.2,(X),(X),(X),20.3,(X),(X),(X)
0400000US17,17,Illinois,4737208,12865,73068,572,78.7,0.2,75244,602,21.9,0.3,14463,838,26.9,0.2,16832,118,4.4,0.1,9246,166,2.4,0.1,3641,192,16.6,0.2,24850,473,3098864,16403,85709,747,13.7,0.3,42290,1108,33.2,0.4,67755,1485,32.2,0.4,114273,1632,9.3,0.2,74328,2170,8.8,0.2,125729,2279,2.8,0.2,95121,3463,12869259,*****,27880,209,72.5,0.2,31414,273,14.5,0.1,17483,322,0.2,0.1,21104,2823,4.7,0.1,29919,1026,0.0,0.1,28834,8574,6.1,0.2,13505,488,2.0,0.1,15243,1173,16.1,0.1,14719,316,63.1,0.1,33746,307,30.6,(X),(X),(X),31.4,(X),(X),(X),24.1,(X),(X),(X)
0400000US18,18,Indiana,2467111,11107,60278,594,77.5,0.3,61799,656,18.8,0.3,12123,1175,29.2,0.3,17317,123,4.8,0.2,9350,238,2.4,0.2,3308,227,18.5,0.3,16636,426,1641389,13221,70821,815,15.5,0.4,36700,1464,33.3,0.6,54633,1429,33.9,0.6,93384,1514,7.9,0.3,67011,2571,7.7,0.3,110218,2715,1.7,0.2,87317,6285,6516922,*****,23524,233,84.6,0.1,24954,241,9.0,0.1,16501,905,0.2,0.1,14431,2260,1.6,0.1,24198,1973,0.0,0.1,N,N,2.4,0.2,12171,1077,2.2,0.1,10152,974,6.1,0.1,12784,659,81.3,0.1,25406,241,26.1,(X),(X),(X),26.1,(X),(X),(X),20.5,(X),(X),(X)
0400000US19,19,Iowa,1216765,7072,62876,715,79.2,0.4,63178,812,25.2,0.5,12010,1012,29.9,0.4,17069,204,4.1,0.3,9074,362,2.3,0.2,3249,281,16.1,0.4,17948,538,784895,8576,76038,1045,13.1,0.4,42079,1939,28.1,0.7,58962,2423,42.2,0.7,92665,1387,6.5,0.4,63681,2837,9.1,0.4,109318,3387,1.0,0.2,78717,9831,3062309,*****,25667,284,91.5,0.2,26746,312,2.9,0.1,13544,999,0.4,0.1,17825,5404,1.8,0.1,22037,2742,0.0,0.1,10461,5590,1.4,0.2,13346,1427,2.0,0.2,7515,1175,5.0,0.1,12307,746,88.4,0.1,27222,318,24.6,(X),(X),(X),24.2,(X),(X),(X),19.6,(X),(X),(X)
0400000US20,20,Kansas,1101701,5567,64545,788,80.8,0.4,64869,918,22.0,0.5,12166,1128,27.8,0.4,17244,211,4.1,0.3,8314,350,2.3,0.2,3631,485,15.9,0.4,17546,548,722016,7825,77467,1134,11.7,0.5,44191,1709,31.1,0.8,59528,2670,39.0,0.8,95608,1896,7.8,0.4,65996,5261,8.8,0.6,113692,3722,1.7,0.3,84848,6511,2871238,*****,25438,299,85.1,0.2,26934,337,5.8,0.2,18071,1201,0.8,0.1,17422,2119,2.3,0.1,25807,2870,0.1,0.1,14574,6862,2.5,0.2,13120,1131,3.4,0.2,11438,1167,10.7,0.1,13076,617,77.7,0.1,28214,379,24.0,(X),(X),(X),23.7,(X),(X),(X),18.8,(X),(X),(X)
0400000US21,21,Kentucky,1672134,9367,56104,704,72.3,0.4,59037,880,16.5,0.4,12766,1543,33.6,0.4,15514,159,8.0,0.3,8268,206,2.7,0.2,3472,278,19.7,0.4,19783,501,1119880,11401,66779,1049,19.6,0.5,33035,1809,33.2,0.7,53512,2194,31.0,0.7,91956,2199,7.5,0.4,64259,2681,7.1,0.4,112194,4206,1.6,0.2,80296,5147,4369356,*****,22300,275,87.8,0.1,23225,299,8.0,0.2,15965,694,0.2,0.1,16429,3991,1.2,0.1,29695,3444,0.0,0.1,17658,7910,1.0,0.1,10216,1190,1.8,0.1,8036,1205,3.0,0.1,11720,875,86.1,0.1,23427,301,25.7,(X),(X),(X),26.3,(X),(X),(X),19.8,(X),(X),(X)
0400000US22,22,Louisiana,1702030,9725,58822,724,76.7,0.4,61938,863,15.4,0.4,14020,1258,29.0,0.4,14773,168,7.7,0.3,8186,199,1.4,0.1,3088,345,15.8,0.4,19992,659,1118217,11607,69722,1048,16.0,0.5,31818,1408,37.5,0.8,53562,1712,28.6,0.6,100428,2375,9.7,0.5,66464,2427,6.1,0.4,123862,5246,2.2,0.2,86491,6945,4574836,*****,22882,276,62.8,0.1,27779,378,32.1,0.1,14124,325,0.6,0.1,18513,3827,1.6,0.1,23479,2605,0.1,0.1,18348,12512,1.0,0.1,15083,1645,1.7,0.1,13425,2500,4.3,0.1,18415,1261,60.0,0.1,28144,385,33.2,(X),(X),(X),34.3,(X),(X),(X),26.0,(X),(X),(X)
0400000US23,23,Maine,552051,5238,60800,1223,75.5,0.6,61358,1325,24.1,0.9,13925,1605,33.5,0.5,15778,283,5.6,0.4,8754,343,4.8,0.5,3010,277,18.1,0.7,19972,844,347960,7218,72893,1755,15.6,0.8,38608,2711,30.8,1.1,58385,3646,37.5,1.1,91963,2189,6.7,0.6,62448,3544,7.9,0.5,114716,7136,1.4,0.3,77413,8200,1328188,*****,25802,520,95.2,0.1,26393,537,1.0,0.1,10482,2362,0.6,0.1,14923,3584,1.0,0.1,24854,5053,0.0,0.1,N,N,0.2,0.1,16618,5319,1.9,0.2,9594,1867,1.3,0.1,16414,3805,94.3,0.1,26472,540,22.9,(X),(X),(X),22.6,(X),(X),(X),17.6,(X),(X),(X)
0400000US24,24,Maryland,2134517,9936,90925,842,82.0,0.4,91753,988,23.2,0.4,14905,997,25.5,0.3,16816,191,4.3,0.2,8958,354,2.8,0.2,3988,320,19.6,0.3,30168,759,1415576,12103,105683,1178,11.3,0.4,49411,2100,32.0,0.6,77811,1793,33.1,0.6,140283,2370,10.5,0.4,92140,3542,9.7,0.4,158213,4321,3.3,0.3,109637,4335,5828289,*****,34500,301,58.6,0.2,39985,452,29.6,0.1,26874,521,0.2,0.1,29081,4521,5.7,0.1,36058,1611,0.0,0.1,28229,14171,3.3,0.2,15607,1076,2.6,0.1,18709,1665,8.4,0.1,19705,697,54.2,0.1,41373,477,28.6,(X),(X),(X),29.4,(X),(X),(X),22.4,(X),(X),(X)
0400000US25,25,Massachusetts,2532067,9349,86009,974,78.4,0.4,90376,1021,24.9,0.4,16393,866,27.9,0.3,16373,161,6.5,0.3,9508,216,3.0,0.2,5037,275,15.9,0.3,24625,845,1597920,13701,103250,1378,13.0,0.4,42670,1734,28.9,0.6,80655,2435,34.9,0.6,136570,2383,9.7,0.4,81397,2842,10.5,0.4,148042,3198,3.0,0.2,108832,5318,6587536,*****,34041,365,80.5,0.2,37087,416,6.8,0.1,19441,586,0.2,0.1,21791,5545,5.6,0.1,31568,1917,0.0,0.1,24764,16605,4.3,0.2,14437,822,2.6,0.2,16394,1393,9.9,0.1,16139,585,75.8,0.1,38228,433,30.6,(X),(X),(X),31.3,(X),(X),(X),25.0,(X),(X),(X)
0400000US26,26,Michigan,3772433,14208,61926,403,73.2,0.3,63849,511,20.5,0.2,10976,627,32.6,0.2,17613,94,6.0,0.2,9271,146,4.0,0.1,3251,140,22.9,0.2,21203,383,2472884,13827,73707,508,18.6,0.3,39890,899,33.5,0.5,59647,1031,30.1,0.4,100702,1255,8.1,0.2,65749,1533,7.8,0.2,115534,2713,1.9,0.1,86054,3606,9876187,*****,24409,160,79.3,0.1,26384,182,14.1,0.1,15689,332,0.6,0.1,16721,1338,2.5,0.1,30201,1266,0.0,0.1,18912,6744,1.1,0.1,13850,1102,2.6,0.1,11672,964,4.5,0.1,14133,733,76.3,0.1,26825,185,28.7,(X),(X),(X),28.9,(X),(X),(X),22.4,(X),(X),(X)
0400000US27,27,Minnesota,2096477,7824,73578,579,80.5,0.2,75073,684,24.5,0.4,12611,754,26.8,0.3,17184,178,4.0,0.2,9007,247,3.6,0.2,3289,258,15.8,0.3,21024,544,1356466,10910,87875,801,12.2,0.3,46461,1475,27.4,0.5,67699,1479,40.8,0.5,108218,1418,7.6,0.3,72021,2451,10.0,0.3,121293,2795,2.0,0.2,95247,6792,5344861,*****,29404,232,85.7,0.1,31573,263,5.2,0.1,14740,830,1.1,0.1,15068,1722,4.0,0.1,23935,1510,0.0,0.1,13698,3591,1.4,0.1,12399,1066,2.5,0.2,10926,854,4.8,0.1,13461,726,82.7,0.1,32187,267,23.5,(X),(X),(X),23.3,(X),(X),(X),18.7,(X),(X),(X)
0400000US28,28,Mississippi,1080991,8431,51355,835,73.3,0.5,54300,1019,11.9,0.5,11668,1574,32.7,0.6,15282,233,8.5,0.4,8234,234,2.4,0.2,2565,337,17.1,0.6,19478,1213,740958,10100,60294,1100,18.4,0.5,30277,1901,37.6,0.9,47738,1737,28.3,0.9,87226,2433,8.7,0.5,59120,3253,5.4,0.5,103974,4571,1.6,0.2,81994,8376,2978512,*****,19583,326,59.4,0.2,24245,491,37.4,0.2,12674,382,0.4,0.1,17259,6767,0.9,0.1,20919,3673,0.0,0.1,N,N,0.6,0.1,9459,1890,1.2,0.2,9080,1968,2.7,0.1,13561,1829,57.7,0.1,24530,499,32.9,(X),(X),(X),33.8,(X),(X),(X),24.9,(X),(X),(X)
0400000US29,29,Missouri,2341074,10807,61431,657,76.5,0.4,62766,768,20.3,0.3,13282,1033,30.9,0.3,16496,133,5.4,0.2,8640,171,2.4,0.2,3104,250,18.8,0.3,19703,554,1534831,12746,73106,949,16.1,0.4,39043,1144,32.2,0.6,56566,1656,34.1,0.6,95244,1740,7.9,0.4,69332,3468,8.0,0.3,115587,4462,1.7,0.2,81083,4321,6010688,*****,24634,255,83.0,0.1,26244,303,11.5,0.1,16585,460,0.4,0.1,18256,2759,1.6,0.1,27359,2308,0.1,0.1,13130,4019,1.0,0.1,12172,1928,2.4,0.1,12353,1049,3.6,0.1,14990,1491,80.8,0.1,26499,301,28.1,(X),(X),(X),28.4,(X),(X),(X),22.4,(X),(X),(X)
0400000US30,30,Montana,404250,4567,56992,1265,77.7,0.9,54642,1217,24.9,0.8,15671,1866,31.8,0.7,15865,299,4.0,0.4,8835,762,2.6,0.4,3300,463,17.0,0.8,21548,2559,253131,4418,67968,1699,14.9,0.8,47708,3391,30.0,1.5,54080,3201,38.8,1.4,80883,2540,7.0,0.8,63753,5233,7.6,0.7,101218,6121,1.6,0.5,64479,10592,998199,*****,23893,522,89.3,0.2,25263,583,0.4,0.1,12375,3692,6.7,0.3,12292,814,0.6,0.1,15811,5539,0.1,0.1,N,N,0.5,0.2,22698,13175,2.4,0.3,10138,1722,2.9,0.1,13868,2896,87.4,0.1,25504,601,28.6,(X),(X),(X),28.4,(X),(X),(X),22.7,(X),(X),(X)
0400000US31,31,Nebraska,723800,4514,65532,1222,81.6,0.5,64383,1108,23.8,0.6,15113,3334,27.7,0.5,17112,253,3.4,0.2,9060,595,2.1,0.3,3012,443,13.5,0.4,20888,1770,470445,6228,78949,1832,11.0,0.6,45548,3882,27.6,0.9,60142,4989,42.5,1.0,93327,2037,7.4,0.6,72880,5556,10.1,0.6,109928,4647,1.4,0.2,82210,7859,1842641,*****,26243,475,88.2,0.3,27728,507,4.5,0.2,16435,1448,1.0,0.1,10833,1532,1.9,0.1,22852,3966,0.0,0.1,24104,17112,2.2,0.3,12524,1123,2.2,0.2,10389,1970,9.4,0.1,12377,537,81.8,0.1,28900,554,22.5,(X),(X),(X),22.4,(X),(X),(X),17.5,(X),(X),(X)
0400000US32,32,Nevada,982352,9598,65720,1520,79.6,0.6,65072,1632,15.2,0.6,18219,2756,26.9,0.6,16576,335,3.5,0.3,8323,526,3.3,0.3,3312,379,17.6,0.6,25606,1303,636981,10614,73824,1806,15.1,0.6,42584,2465,37.3,1.1,59691,3083,29.2,1.2,96817,3442,9.8,0.9,75372,7501,6.6,0.6,116530,9554,2.0,0.3,89218,8850,2723322,*****,24968,558,71.5,0.6,27496,716,8.2,0.2,20819,1782,1.2,0.1,16368,2231,7.1,0.2,24350,1660,0.6,0.1,16973,4562,7.4,0.5,13679,1356,3.9,0.4,13791,1886,27.1,*****,13903,661,53.5,0.1,31923,856,31.3,(X),(X),(X),32.4,(X),(X),(X),23.8,(X),(X),(X)
0400000US33,33,New Hampshire,516454,4150,79706,1813,80.3,0.7,80435,1756,24.7,0.7,14986,2637,29.5,0.6,17311,324,4.7,0.4,9889,468,2.5,0.3,3412,461,17.7,0.6,23556,1744,349501,4958,92679,2182,12.9,0.7,46069,3346,28.2,1.2,70517,5016,38.7,1.2,114866,3485,7.5,0.5,79428,5385,10.8,0.8,134066,7480,1.9,0.3,103180,10879,1318194,*****,31871,682,94.1,0.2,32281,671,1.1,0.1,28951,7279,0.2,0.1,12306,3996,2.2,0.2,34050,5070,0.0,0.1,N,N,0.7,0.2,19263,6699,1.7,0.2,15265,2101,2.9,0.1,17749,2006,92.0,0.1,32601,675,27.6,(X),(X),(X),27.8,(X),(X),(X),21.1,(X),(X),(X)
