Year,Comparison Group,Institution,Total Curr Ops/Restricted Total,Total Current Operations,"Total Cap Purp/Prop, Bldgs, Equip",Total Cap Purp/Endowment/Unrestricted,Total Cap Purp/Loan Funds,Total Cap Purp/Endow/Restricted/Outright,Total Capital Purposes (Outright Gifts Only),Total Deferred/Face Value ,Total Deferred/Present Value ,Grand Total ,Alumni: Total ,Athletics/Curr Ops: Donors (#),Athletics/Curr Ops: Total Amount ($),Athletics/Cap Purp: Donors (#),Athletics/Total: Donors (#),Athletics/Cap Purp: Total Amount ($),Athletics/Total: Total Amount ($),Alumni: Curr Ops/Athletics
FY2006,Baccalaureate (All),Rhodes College,"$1,410,900","$4,014,057","$422,625",$0,$0,"$13,670,012","$14,092,637","$347,339","$192,185","$18,298,879","$4,509,355",485,"$103,642",5,490,"$375,500","$479,142","$47,593"
FY2007,Baccalaureate (All),Rhodes College,"$3,704,262","$6,158,427","$37,980",$0,$0,"$12,304,804","$12,342,784","$100,000","$46,986","$18,548,197","$4,917,659",469,"$124,657",0,469,$0,"$124,657","$37,563"
FY2008,Baccalaureate (All),Rhodes College,"$3,726,424","$6,303,341","$754,394",$100,$0,"$7,490,850","$8,245,344","$174,345","$107,644","$14,656,329","$3,761,008",624,"$172,760",32,656,"$715,900","$888,660","$39,005"
FY2009,Baccalaureate (All),Rhodes College,"$2,705,596","$4,992,892","$29,015",$0,$0,"$3,778,723","$3,807,738","$158,840","$98,071","$8,898,701","$2,029,784",628,"$173,712",1,629,"$15,000","$188,712","$48,246"
FY2010,Baccalaureate (All),Rhodes College,"$2,728,779","$4,997,136","$947,114","$10,000",$0,"$4,348,530","$5,305,644",$0,$0,"$10,302,780","$2,809,282",721,"$166,410",4,725,"$37,500","$203,910","$33,898"
FY2006,Baccalaureate (All),Sewanee-The University of the South,"$2,670,458","$6,624,934","$3,434,027","$85,033",$0,"$3,818,649","$7,337,709","$870,887","$313,755","$14,276,398","$6,931,545",250,"$270,347",0,250,$0,"$270,347","$79,498"
FY2007,Baccalaureate (All),Sewanee-The University of the South,"$3,014,389","$8,045,860","$6,524,846","$211,071",$0,"$7,670,882","$14,406,799","$735,766","$282,105","$22,734,764","$8,358,584",386,"$386,411",0,386,$0,"$386,411","$189,941"
FY2008,Baccalaureate (All),Sewanee-The University of the South,"$3,625,440","$6,071,597","$6,395,966","$20,259",$0,"$9,874,289","$16,290,514","$438,000","$187,385","$22,549,496","$10,107,113",350,"$128,449",0,350,$0,"$128,449","$23,891"
FY2009,Baccalaureate (All),Sewanee-The University of the South,"$2,718,030","$5,184,225","$1,613,394","$183,686",$0,"$3,995,831","$5,792,911","$1,710,125","$608,234","$11,585,370","$6,081,109",293,"$141,853",0,293,$0,"$141,853","$38,441"
FY2010,Baccalaureate (All),Sewanee-The University of the South,"$2,947,877","$7,488,888","$1,745,357","$530,850",$0,"$6,543,116","$8,819,323","$1,436,036","$924,239","$17,232,450","$8,370,043",366,"$145,190",0,366,$0,"$145,190","$44,192"
FY2006,Baccalaureate (All),Austin College,"$3,263,328","$3,975,517","$2,309,013","$9,341","$939,689","$4,431,253","$7,689,296","$7,172,022","$6,869,193","$18,534,006","$4,202,091",130,"$141,469",0,130,$0,"$141,469","$81,194"
FY2007,Baccalaureate (All),Austin College,"$3,018,913","$3,708,608","$2,356,344","$6,954",$906,"$3,785,996","$6,150,200","$19,737","$15,263","$9,874,071","$2,700,799",158,"$208,136",,158,,"$208,136","$85,321"
FY2008,Baccalaureate (All),Austin College,"$2,678,476","$3,368,363","$5,663,073","$12,103","$7,382","$3,823,595","$9,506,153",$0,$0,"$12,874,516","$2,354,020",147,"$233,709",0,147,$0,"$233,709","$107,647"
FY2009,Baccalaureate (All),Austin College,"$2,340,343","$3,145,243","$4,176,092","$261,497","$1,600","$1,364,666","$5,803,855","$10,000","$4,846","$8,953,944","$2,387,546",135,"$192,711",0,135,$0,"$192,711","$72,166"
FY2010,Baccalaureate (All),Austin College,"$3,911,016","$4,284,288","$2,848,365",$395,"$1,490","$909,265","$3,759,515",$0,$0,"$8,043,803","$2,451,393",161,"$180,633",0,161,$0,"$180,633","$94,405"
FY2006,Baccalaureate (All),McMurry University,"$1,566,012","$2,278,369","$1,763,579",$0,$0,$0,"$1,763,579",$0,$0,"$4,041,948","$1,561,920",0,$0,0,0,$0,$0,"$194,941"
FY2007,Baccalaureate (All),McMurry University,"$502,663","$1,220,139","$810,150",$0,$0,$0,"$810,150",$0,$0,"$2,030,289","$505,981",0,$0,0,0,$0,$0,"$37,628"
FY2006,Baccalaureate (All),Schreiner University,"$1,036,655","$1,420,167","$2,961,527",$0,$0,"$629,067","$3,590,594","$428,691","$94,815","$5,105,576","$405,620",47,"$5,048",9,56,"$654,150","$659,198","$2,753"
FY2007,Baccalaureate (All),Schreiner University,"$1,137,207","$1,357,394","$3,141,937",$0,$0,"$389,503","$3,531,440","$155,000","$60,215","$4,949,049","$793,351",81,"$5,830",39,120,"$2,772,964","$2,778,794","$1,080"
FY2008,Baccalaureate (All),Schreiner University,"$1,103,147","$1,348,932","$6,896,365",$300,$0,"$2,115,785","$9,012,450","$255,380","$155,308","$10,516,690","$4,900,993",122,"$20,868",44,166,"$1,568,971","$1,589,839","$1,910"
FY2009,Baccalaureate (All),Schreiner University,"$1,204,511","$1,492,862","$2,218,508",$0,$0,"$1,140,752","$3,359,260","$400,574","$5,424","$4,857,546","$1,893,926",175,"$20,955",,175,,"$20,955",$0
FY2010,Baccalaureate (All),Schreiner University,"$1,085,431","$2,283,037","$583,542",$0,$0,"$1,702,785","$2,286,327","$576,667","$321,327","$4,890,691","$2,319,825",109,"$22,882",,109,,"$22,882",$50
FY2006,Baccalaureate (All),Southwestern Adventist University,"$433,912","$539,211","$1,368,148",$0,$0,"$225,066","$1,593,214",$0,$0,"$2,132,425","$343,356",,,,,,,$0
FY2007,Baccalaureate (All),Southwestern Adventist University,"$293,467","$667,263","$60,418",$0,$0,"$45,958","$106,376",$0,$0,"$773,639","$217,009",0,$0,0,0,$0,$0,$0
FY2008,Baccalaureate (All),Southwestern Adventist University,"$534,072","$810,669","$115,978",$0,$0,"$131,095","$247,073",$0,$0,"$1,057,742","$430,048",0,$0,0,0,$0,$0,
FY2009,Baccalaureate (All),Southwestern Adventist University,"$559,577","$709,745","$416,958",$0,$0,"$116,993","$533,951",$0,$0,"$1,243,696","$498,446",0,$0,0,0,$0,$0,
FY2010,Baccalaureate (All),Southwestern Adventist University,"$372,593","$550,419","$530,087",$0,$0,"$64,226","$594,313",$0,$0,"$1,144,732","$586,505",,,,,,,
FY2006,Baccalaureate (All),Southwestern University,"$3,848,993","$4,885,414","$1,487,321","$14,607","$33,000","$3,322,850","$4,857,778","$97,094","$60,866","$9,804,058","$1,670,611",,,,,,,"$1,570"
FY2007,Baccalaureate (All),Southwestern University,"$6,021,094","$7,419,494","$1,568,764","$57,200","$37,025","$604,931","$2,267,920","$143,951","$50,532","$9,737,946","$1,365,975",0,$0,0,0,$0,$0,"$1,995"
FY2008,Baccalaureate (All),Southwestern University,"$4,795,917","$6,450,863","$1,102,537","$1,000","$31,000","$1,519,362","$2,653,899","$213,943","$90,768","$9,195,530","$1,400,425",7,"$10,200",0,7,$0,"$10,200","$7,342"
FY2009,Baccalaureate (All),Southwestern University,"$10,948,218","$12,634,247","$193,129","$1,000","$30,000","$728,469","$952,598","$300,000","$3,000","$13,589,845","$949,555",6,"$31,350",0,6,$0,"$31,350","$38,372"
FY2010,Baccalaureate (All),Southwestern University,"$7,874,052","$9,632,796","$9,830",$0,"$20,500","$2,240,770","$2,271,100",$0,$0,"$11,903,896","$1,945,339",1,"$16,000",0,1,$0,"$16,000","$24,241"
FY2006,Baccalaureate (All),Texas Lutheran University,"$1,366,338","$1,968,598","$1,261,852",$0,$0,"$857,573","$2,119,425","$110,000","$55,564","$4,143,587","$935,468",259,"$260,897",0,259,$0,"$260,897","$127,655"
FY2007,Baccalaureate (All),Texas Lutheran University,"$1,026,860","$1,599,016","$2,132,457",$0,$0,"$1,673,835","$3,806,292","$100,000","$52,432","$5,457,740","$1,983,897",491,"$297,537",0,491,$0,"$297,537","$146,755"
FY2008,Baccalaureate (All),Texas Lutheran University,"$1,226,771","$1,806,496","$834,533",$0,$0,"$2,359,187","$3,193,720",$0,$0,"$5,000,216","$1,119,872",794,"$200,892",0,794,$0,"$200,892","$68,915"
FY2009,Baccalaureate (All),Texas Lutheran University,"$893,265","$1,441,567","$231,545",$0,$0,"$1,873,079","$2,104,624",$0,$0,"$3,546,191","$910,368",577,"$155,081",0,577,$0,"$155,081","$80,133"
FY2010,Baccalaureate (All),Texas Lutheran University,"$1,251,421","$1,723,902","$409,749",$0,$0,"$4,998,215","$5,407,964",$0,$0,"$7,131,866","$847,977",462,"$306,269",0,462,$0,"$306,269","$136,486"
FY2006,Baccalaureate (All),Bennington College,"$1,213,225","$10,862,490","$449,944",$0,$0,"$33,000","$482,944",$0,$0,"$11,345,434","$4,606,597",,,,,,,$0
FY2007,Baccalaureate (All),Bennington College,"$3,073,582","$5,348,083","$843,381","$30,000",$0,"$140,683","$1,014,064","$39,933","$20,555","$6,382,702","$1,856,557",0,$0,0,0,$0,$0,$0
FY2008,Baccalaureate (All),Bennington College,"$2,949,301","$8,440,684","$1,070,381","$25,000",$0,"$1,104,381","$2,199,762",$0,$0,"$10,640,446","$5,250,426",0,$0,0,0,$0,$0,$0
FY2009,Baccalaureate (All),Bennington College,"$2,097,250","$9,207,149","$452,801",$250,$0,"$144,151","$597,202",$0,$0,"$9,804,351","$5,178,945",0,$0,0,0,$0,$0,$0
FY2010,Baccalaureate (All),Bennington College,"$4,148,919","$7,153,920","$586,495",$500,$0,"$133,212","$720,207",$0,$0,"$7,874,127","$1,876,727",0,$0,0,0,$0,$0,$0
FY2006,Baccalaureate (All),College of St. Joseph,"$15,700","$167,409","$69,600","$619,439",$0,"$6,055","$695,094",$0,$0,"$862,503","$26,410",0,$0,0,0,$0,$0,$0
FY2008,Baccalaureate (All),College of St. Joseph,"$19,910","$165,278","$2,500","$140,493",$0,"$11,205","$154,198",$0,$0,"$319,476","$30,355",0,$0,0,0,$0,$0,$0
FY2009,Baccalaureate (All),College of St. Joseph,"$40,260","$170,562","$2,500","$480,260",$0,"$8,700","$491,460",$0,$0,"$662,022","$22,221",,,,,,,$0
FY2010,Baccalaureate (All),College of St. Joseph,"$167,279","$285,384",$0,"$137,233",$0,"$617,610","$754,843",$0,$0,"$1,040,227","$19,089",,,,,,,$0
FY2010,Baccalaureate (All),Lyndon State College,"$1,087,109","$1,211,745","$410,721",$0,$0,"$76,620","$487,341",$0,$0,"$1,699,086","$1,081,735",0,$0,0,0,$0,$0,"$4,982"
FY2006,Baccalaureate (All),Middlebury College,"$31,888,550","$37,757,577","$4,331,876","$1,335,111",$589,"$17,578,375","$23,245,951","$1,207,696","$461,317","$61,464,845","$8,193,432",368,"$182,996",5,373,"$199,595","$382,591","$69,880"
FY2007,Baccalaureate (All),Middlebury College,"$14,061,712","$20,265,763","$990,026","$5,975,361",$706,"$29,916,373","$36,882,466","$3,613,337","$1,475,094","$58,623,323","$13,253,598",502,"$381,405",138,640,"$1,018,377","$1,399,782","$66,509"
FY2008,Baccalaureate (All),Middlebury College,"$9,455,704","$15,456,721","$3,038,591","$722,734",$877,"$17,283,127","$21,045,329","$3,757,609","$1,616,331","$38,118,381","$9,366,743",586,"$220,463",72,658,"$1,922,460","$2,142,923","$62,537"
FY2009,Baccalaureate (All),Middlebury College,"$12,481,578","$17,563,384","$870,523","$169,535","$1,525","$13,371,125","$14,412,708","$429,916","$158,610","$32,134,702","$5,753,367",829,"$326,707",36,865,"$282,244","$608,951","$123,957"
FY2010,Baccalaureate (All),Middlebury College,"$16,511,362","$20,962,890","$1,253,102","$45,442","$1,390","$15,800,812","$17,100,746","$292,467","$120,143","$38,183,779","$7,976,457",883,"$286,099",212,"1,095","$263,519","$549,618","$101,277"
FY2006,Baccalaureate (All),Saint Michael's College,"$649,432","$1,969,272","$659,417","$426,440",$0,"$1,853,393","$2,939,250","$25,000","$13,109","$4,921,631","$2,762,232",113,"$32,240",21,134,"$64,526","$96,766","$19,326"
FY2007,Baccalaureate (All),Saint Michael's College,"$608,292","$1,971,947","$350,443","$56,231",$0,"$1,425,012","$1,831,686","$10,000","$3,181","$3,806,814","$2,064,780",301,"$48,801",11,312,"$75,291","$124,092","$30,314"
FY2008,Baccalaureate (All),Saint Michael's College,"$563,977","$2,200,462","$179,004","$98,861",$0,"$2,955,054","$3,232,919","$50,000","$14,016","$5,447,397","$1,902,383",366,"$66,124",,366,,"$66,124","$27,712"
FY2009,Baccalaureate (All),Saint Michael's College,"$695,604","$1,948,816","$180,585","$43,780",$0,"$1,188,564","$1,412,929","$35,000","$11,056","$3,372,801","$1,472,185",220,"$35,796",,220,,"$35,796","$18,303"
FY2010,Baccalaureate (All),Saint Michael's College,"$692,011","$2,751,060","$77,407","$20,697",$0,"$442,667","$540,771","$39,722","$28,433","$3,320,264","$1,393,913",211,"$42,346",,211,,"$42,346","$24,966"
FY2006,Baccalaureate (All),Averett University,"$556,594","$1,000,267","$742,250",$0,$0,"$177,078","$919,328",$0,$0,"$1,919,595","$325,899",348,"$54,849",1,349,$240,"$55,089","$3,497"
FY2007,Baccalaureate (All),Averett University,"$701,798","$1,203,216","$727,181",$0,$0,"$1,590,884","$2,318,065",$0,$0,"$3,521,281","$629,773",170,"$31,219",0,170,$0,"$31,219","$2,298"
FY2008,Baccalaureate (All),Averett University,"$803,020","$2,182,714","$289,112",$0,$0,"$720,744","$1,009,856",$0,$0,"$3,192,570","$761,847",120,"$26,504",0,120,$0,"$26,504","$1,980"
FY2009,Baccalaureate (All),Averett University,"$479,643","$1,261,453","$577,282",$0,$0,"$441,877","$1,019,159",$0,$0,"$2,280,612","$894,505",138,"$34,777",0,138,$0,"$34,777","$1,309"
FY2010,Baccalaureate (All),Averett University,"$784,678","$1,135,621","$1,167,482",$0,$0,"$758,841","$1,926,323",$0,$0,"$3,061,944","$279,942",277,"$47,819",1,278,$240,"$48,059","$8,417"
FY2006,Baccalaureate (All),Bridgewater College,"$337,949","$1,933,699","$628,213","$1,022,521",$0,"$575,936","$2,226,670","$610,000","$273,268","$4,433,637","$2,780,011",,,,,,,"$37,942"
FY2007,Baccalaureate (All),Bridgewater College,"$493,731","$2,039,710","$67,912","$104,580",$0,"$847,207","$1,019,699","$466,634","$220,579","$3,279,988","$2,034,595",,,,,,,"$19,083"
FY2008,Baccalaureate (All),Bridgewater College,"$427,736","$1,757,052","$129,837","$6,375",$0,"$2,114,535","$2,250,747","$530,000","$201,832","$4,209,631","$1,641,623",,,,,,,"$13,977"
FY2009,Baccalaureate (All),Bridgewater College,"$344,678","$1,797,549","$27,216","$1,820,612",$0,"$1,396,339","$3,244,167",$0,$0,"$5,041,716","$3,168,325",,,,,,,"$13,884"
FY2010,Baccalaureate (All),Bridgewater College,"$415,747","$1,338,691","$756,131","$34,810",$0,"$1,693,409","$2,484,350","$80,000","$38,297","$3,861,338","$1,518,181",,,,,,,"$28,329"
FY2006,Baccalaureate (All),Emory and Henry College,"$949,035","$1,961,775","$1,071,939","$45,767",$0,"$582,199","$1,699,905","$967,375","$263,000","$3,924,680","$2,172,747",438,"$126,495",0,438,$0,"$126,495","$62,179"
FY2007,Baccalaureate (All),Emory and Henry College,"$1,288,711","$1,686,939","$1,099,280","$1,000",$0,"$578,103","$1,678,383","$278,369","$106,543","$3,471,865","$1,224,757",411,"$183,581",0,411,$0,"$183,581","$62,613"
FY2008,Baccalaureate (All),Emory and Henry College,"$6,410,214","$7,331,915","$2,302,907","$1,050",$0,"$786,282","$3,090,239","$56,710","$24,720","$10,446,874","$2,000,597",0,$0,0,0,$0,$0,"$51,617"
FY2009,Baccalaureate (All),Emory and Henry College,"$1,401,190","$1,594,533","$1,906,306","$3,600",$0,"$2,397,936","$4,307,842","$20,751","$6,649","$5,909,024","$1,912,982",0,$0,0,0,$0,$0,"$52,025"
FY2010,Baccalaureate (All),Emory and Henry College,"$716,861","$1,371,198","$2,162,643","$2,275",$0,"$499,713","$2,664,631",$0,$0,"$4,035,829","$1,736,825",0,$0,0,0,$0,$0,"$57,303"
FY2006,Baccalaureate (All),Ferrum College,"$1,108,437","$1,404,004","$1,103,625","$9,680",$0,"$404,059","$1,517,364",,$0,"$2,921,368","$1,068,156",,,,,,,
FY2007,Baccalaureate (All),Ferrum College,"$957,302","$1,435,663","$484,734","$50,479",$0,"$987,164","$1,522,377",,$0,"$2,958,040","$1,043,422",,,,,,,
FY2008,Baccalaureate (All),Ferrum College,"$1,092,828","$1,475,582","$868,187","$46,468",$0,"$609,791","$1,524,446",,$0,"$3,000,028","$524,195",,,,,,,
FY2009,Baccalaureate (All),Ferrum College,"$1,076,259","$1,440,377","$240,120","$4,187",$0,"$397,835","$642,142",,$0,"$2,082,519","$323,927",,,,,,,
FY2010,Baccalaureate (All),Ferrum College,"$825,325","$1,211,205","$240,840","$163,578",$0,"$233,083","$637,501",,$0,"$1,848,706","$274,802",,,,,,,
FY2008,Baccalaureate (All),Hampden-Sydney College,"$1,284,367","$3,468,486","$5,099,123","$146,474","$205,338","$3,792,175","$9,243,110","$205,338","$111,559","$12,823,155","$5,433,253",,,,,,,
FY2009,Baccalaureate (All),Hampden-Sydney College,"$1,210,538","$3,109,176","$3,968,651","$88,868",$0,"$752,412","$4,809,931","$15,000","$10,920","$7,930,027","$3,774,578",,,,,,,
FY2010,Baccalaureate (All),Hampden-Sydney College,"$1,308,988","$3,181,443","$3,076,964","$140,265",$0,"$1,455,840","$4,673,069",$0,$0,"$7,854,512","$3,562,694",0,$0,0,0,$0,$0,
FY2006,Baccalaureate (All),Hollins University,"$801,203","$2,899,612","$4,161,251","$1,010,820",$0,"$3,513,235","$8,685,306",,"$106,211","$11,691,129","$8,258,532",,,,,,,
FY2007,Baccalaureate (All),Hollins University,"$1,041,723","$3,357,056","$9,216,758","$1,883,530",$0,"$3,420,966","$14,521,254",,"$27,687","$17,905,997","$7,602,452",,,,,,,
FY2008,Baccalaureate (All),Hollins University,"$1,146,848","$3,428,390","$3,806,954","$433,107",$0,"$3,895,797","$8,135,858",,"$57,206","$11,621,454","$6,220,206",,,,,,,
FY2009,Baccalaureate (All),Hollins University,"$845,726","$3,137,659","$2,768,008","$2,595,426",$25,"$7,510,805","$12,874,264",,"$68,995","$16,080,918","$12,049,844",,,,,,,
FY2010,Baccalaureate (All),Hollins University,"$1,023,715","$3,461,397","$2,610,199","$2,804,359",$500,"$10,722,658","$16,137,716",,$0,"$19,599,113","$13,711,748",,,,,,,
FY2006,Baccalaureate (All),Mary Baldwin University,"$3,823,844","$5,463,335","$118,265","$2,100",$0,"$408,215","$528,580",$0,$0,"$5,991,915","$4,145,372",0,$0,0,0,$0,$0,$0
FY2007,Baccalaureate (All),Mary Baldwin University,"$3,796,435","$5,751,137","$60,662","$1,771",$0,"$159,175","$221,608",$0,$0,"$5,972,745","$3,758,274",,,,,,,$0
FY2008,Baccalaureate (All),Mary Baldwin University,"$1,334,014","$5,985,133","$72,000","$451,857",$0,"$380,579","$904,436",$0,$0,"$6,889,569","$4,151,949",,,,,,,$200
FY2009,Baccalaureate (All),Mary Baldwin University,"$695,046","$2,317,382","$500,000",$520,$0,"$194,099","$694,619",$0,$0,"$3,012,001","$924,229",,,,,,,"$1,832"
FY2010,Baccalaureate (All),Mary Baldwin University,"$778,020","$2,188,552",$200,"$1,415",$0,"$337,075","$338,690",$0,$0,"$2,527,242","$1,115,371",,$0,,,$0,$0,"$1,634"
FY2006,Baccalaureate (All),Randolph-Macon College,"$2,080,772","$3,403,738","$408,881","$837,657",$0,"$1,290,547","$2,537,085","$68,711","$30,921","$5,971,744","$2,052,174",,,,,,,"$149,257"
FY2007,Baccalaureate (All),Randolph-Macon College,"$6,320,834","$7,659,355","$301,442","$943,800",$0,"$2,218,530","$3,463,772","$261,732","$140,493","$11,263,620","$9,079,757",,,,,,,"$218,045"
FY2008,Baccalaureate (All),Randolph-Macon College,"$1,638,643","$3,045,564","$341,359","$796,668",$0,"$2,265,479","$3,403,506","$108,251","$44,263","$6,493,333","$2,859,116",,,,,,,"$228,764"
FY2009,Baccalaureate (All),Randolph-Macon College,"$1,351,849","$2,761,613","$2,151,474","$813,467",$0,"$1,201,143","$4,166,084","$1,274,743","$829,432","$7,757,129","$2,828,562",,,,,,,"$212,475"
FY2010,Baccalaureate (All),Randolph-Macon College,"$2,257,190","$3,653,509","$1,237,065","$561,609",$0,"$1,420,375","$3,219,049","$227,940","$80,627","$6,953,185","$3,479,779",0,$0,0,0,$0,$0,"$210,906"
FY2006,Baccalaureate (All),Randolph College,"$1,547,333","$4,541,052","$3,679,370","$181,017",$0,"$1,443,022","$5,303,409","$1,400,709","$991,308","$10,835,769","$6,226,364",0,$0,0,0,$0,$0,$938
FY2007,Baccalaureate (All),Randolph College,"$1,221,164","$3,405,549","$1,068,479","$169,142",$0,"$1,696,057","$2,933,678","$10,000","$8,443","$6,347,670","$4,129,441",0,$0,0,0,$0,$0,$500
FY2008,Baccalaureate (All),Randolph College,"$2,906,527","$4,923,539","$1,164,852","$1,072,682",$0,"$2,929,428","$5,166,962","$120,000","$59,537","$10,150,038","$6,879,975",27,"$73,280",0,27,$0,"$73,280",$750
FY2009,Baccalaureate (All),Randolph College,"$1,866,954","$3,836,707","$581,499","$421,128",$0,"$2,740,105","$3,742,732","$10,000","$8,466","$7,587,905","$3,541,302",111,"$23,145",0,111,$0,"$23,145","$1,000"
FY2010,Baccalaureate (All),Randolph College,"$503,410","$3,446,774","$291,090","$233,742",$0,"$5,183,017","$5,707,849","$10,000","$8,466","$9,163,089","$7,133,509",162,"$20,034",0,162,$0,"$20,034","$1,667"
FY2006,Baccalaureate (All),Roanoke College,"$979,909","$2,091,876","$1,443,426","$79,463","$226,413","$557,288","$2,306,590","$515,179","$351,940","$4,750,406","$2,080,673",325,"$72,035",0,325,$0,"$72,035","$22,881"
FY2007,Baccalaureate (All),Roanoke College,"$1,125,982","$2,340,932","$1,710,147","$99,664","$41,789","$929,634","$2,781,234","$4,073,932","$2,152,631","$7,274,797","$4,340,314",351,"$90,528",0,351,$0,"$90,528","$43,160"
FY2008,Baccalaureate (All),Roanoke College,"$1,197,453","$3,189,092","$933,871","$157,590","$100,844","$2,685,427","$3,877,732","$315,943","$215,686","$7,282,510","$2,657,738",330,"$99,771",0,330,$0,"$99,771","$28,346"
FY2009,Baccalaureate (All),Roanoke College,"$1,304,060","$2,281,826","$1,327,075","$21,250",$0,"$1,285,053","$2,633,378","$10,690,000","$7,127,575","$12,042,779","$8,777,415",259,"$71,157",0,259,$0,"$71,157","$17,723"
FY2010,Baccalaureate (All),Roanoke College,"$1,538,472","$2,674,094","$1,310,636",$0,$0,"$1,825,179","$3,135,815","$2,821,325","$1,574,545","$7,384,454","$5,174,596",390,"$119,257",0,390,$0,"$119,257","$44,601"
FY2006,Baccalaureate (All),Sweet Briar College,"$1,718,802","$3,762,330","$2,154,852","$584,772",$0,"$4,803,146","$7,542,770",$0,$0,"$11,305,100","$7,060,327",,,,,,,$0
FY2007,Baccalaureate (All),Sweet Briar College,"$1,078,356","$3,494,940","$892,741","$184,545",$0,"$2,305,534","$3,382,820","$10,236","$5,221","$6,882,981","$4,249,261",,,,,,,$0
FY2008,Baccalaureate (All),Sweet Briar College,"$1,102,548","$3,131,747","$1,483,537","$318,774",$0,"$3,008,917","$4,811,228",$0,$0,"$7,942,975","$5,749,675",,,,,,,$0
FY2009,Baccalaureate (All),Sweet Briar College,"$1,120,425","$3,437,175","$1,179,773","$202,284",$0,"$3,947,634","$5,329,691",$0,$0,"$8,766,866","$6,976,859",,,,,,,$0
FY2010,Baccalaureate (All),Sweet Briar College,"$1,481,025","$3,569,462","$1,613,555",$0,$0,"$4,260,215","$5,873,770",$0,$0,"$9,443,232","$6,898,129",,,,,,,$0
FY2006,Baccalaureate (All),University of Richmond,"$4,075,350","$6,128,293","$4,526,386",$0,$0,"$4,855,332","$9,381,718","$563,249","$229,041","$15,739,052","$5,831,316","1,684","$972,375",291,"1,975","$1,208,221","$2,180,596","$522,902"
FY2007,Baccalaureate (All),University of Richmond,"$4,490,908","$6,869,514","$7,793,303","$73,918",$0,"$4,623,643","$12,490,864","$575,563","$275,632","$19,636,010","$6,411,457","1,374","$12,285,823",2,"1,376","$6,263","$12,292,086","$693,338"
FY2008,Baccalaureate (All),University of Richmond,"$4,362,245","$6,797,849","$11,667,842",$908,$0,"$6,104,958","$17,773,708","$223,765","$164,275","$24,735,832","$7,124,829",,,,,,,"$475,612"
FY2009,Baccalaureate (All),University of Richmond,"$4,820,083","$6,983,731","$8,372,252","$675,775",$0,"$1,659,939","$10,707,966","$401,317","$236,426","$17,928,123","$7,136,000","1,624","$752,169",2,"1,626","$3,232","$755,401","$371,260"
FY2010,Baccalaureate (All),University of Richmond,"$7,016,013","$9,358,647","$8,746,745",$750,$0,"$2,883,527","$11,631,022","$401,675","$213,351","$21,203,020","$9,022,869","2,724","$1,228,927",3,"2,727","$47,687","$1,276,614","$750,998"
FY2006,Baccalaureate (All),Virginia Wesleyan College,"$1,337,332","$2,439,829","$801,963","$2,201,142",$0,"$2,271,008","$5,274,113","$203,093","$198,093","$7,912,035","$203,369",1,$100,0,1,$0,$100,"$15,934"
FY2007,Baccalaureate (All),Virginia Wesleyan College,"$1,407,465","$2,449,273","$969,157","$1,158",$0,"$976,880","$1,947,195","$119,884","$109,884","$4,506,352","$208,611",0,$0,0,0,$0,$0,"$12,345"
FY2008,Baccalaureate (All),Virginia Wesleyan College,"$1,127,325","$2,148,551","$570,528",$378,$0,"$538,086","$1,108,992",$0,$0,"$3,257,543","$304,806",1,"$2,500",0,1,$0,"$2,500","$16,899"
FY2006,Baccalaureate (All),Washington and Lee University,"$3,629,008","$13,892,065","$4,396,426","$2,444,558",$0,"$2,760,314","$9,601,298","$1,079,357","$535,600","$24,028,963","$16,010,140",667,"$81,391",38,705,"$1,650,742","$1,732,133","$62,831"
FY2007,Baccalaureate (All),Washington and Lee University,"$3,113,241","$11,445,224","$5,335,444","$16,885,141",$0,"$2,626,282","$24,846,867","$313,450","$132,004","$36,424,095","$27,627,268",666,"$176,574",33,699,"$2,808,435","$2,985,009","$61,905"
FY2008,Baccalaureate (All),Washington and Lee University,"$4,871,519","$13,403,883","$4,649,636","$30,899,941",$0,"$2,111,268","$37,660,845","$3,970,360","$1,629,812","$52,694,540","$37,805,271",654,"$145,110",491,"1,145","$2,266,924","$2,412,034","$70,659"
FY2009,Baccalaureate (All),Washington and Lee University,"$5,863,341","$13,116,406","$4,495,971",$0,$0,"$46,530,459","$51,026,430","$7,243,847","$2,037,573","$66,180,409","$47,435,479",150,"$56,678",58,208,"$2,120,893","$2,177,571",$0
FY2010,Baccalaureate (All),Washington and Lee University,"$6,614,090","$14,360,763","$5,425,809",$0,$0,"$43,526,236","$48,952,045","$8,067,000","$4,000,000","$67,312,808","$50,277,142",308,"$60,276",0,308,$0,"$60,276","$21,930"
FY2006,Baccalaureate (All),University of Puget Sound,"$1,936,424","$3,504,906","$7,270,361","$1,000",$0,"$1,435,493","$8,706,854","$144,170","$63,971","$12,275,731","$4,607,095",,,,,,,"$29,865"
