Year,Comparison Group,Institution,Total Curr Ops/Restricted Total,Total Current Operations,"Total Cap Purp/Prop, Bldgs, Equip",Total Cap Purp/Endowment/Unrestricted,Total Cap Purp/Loan Funds,Total Cap Purp/Endow/Restricted/Outright,Total Capital Purposes (Outright Gifts Only),Total Deferred/Face Value ,Total Deferred/Present Value ,Grand Total ,Alumni: Total ,Athletics/Curr Ops: Donors (#),Athletics/Curr Ops: Total Amount ($),Athletics/Cap Purp: Donors (#),Athletics/Total: Donors (#),Athletics/Cap Purp: Total Amount ($),Athletics/Total: Total Amount ($),Alumni: Curr Ops/Athletics
FY2014,Baccalaureate (All),Bridgewater College,"$444,828","$2,021,446","$395,894","$3,500",$0,"$1,492,234","$1,891,628","$125,000","$55,408","$3,968,482","$2,400,676",,,,,,,"$25,685"
FY2015,Baccalaureate (All),Bridgewater College,"$707,856","$3,421,087","$1,728,119","$16,520",$0,"$1,194,176","$2,938,815","$20,000","$7,529","$6,367,431","$5,017,535",,,,,,,"$36,344"
FY2016,Baccalaureate (All),Bridgewater College,"$650,333","$1,967,872","$575,603","$4,872",$0,"$2,288,943","$2,869,418","$562,776","$199,694","$5,036,984","$2,607,058",,,,,,,"$33,722"
FY2011,Baccalaureate (All),Emory and Henry College,"$804,130","$1,784,738","$1,079,827","$1,200",$0,"$1,074,020","$2,155,047","$31,590","$7,653","$3,947,438","$1,287,875",0,$0,0,0,$0,$0,"$64,985"
FY2012,Baccalaureate (All),Emory and Henry College,"$2,774,814","$6,074,985","$1,559,839","$1,525",$0,"$1,537,027","$3,098,391","$10,315","$2,982","$9,176,358","$4,603,079",0,$0,0,0,$0,$0,"$87,211"
FY2013,Baccalaureate (All),Emory and Henry College,"$850,890","$4,321,949","$907,842","$2,960",$0,"$1,980,072","$2,890,874","$11,384","$9,009","$7,221,832","$3,267,416",,,,,,,"$95,180"
FY2014,Baccalaureate (All),Emory and Henry College,"$1,354,565","$2,328,034","$14,211,352","$1,775",$0,"$1,781,481","$15,994,608","$10,313","$7,072","$18,329,714","$1,525,808",,,,,,,"$114,519"
FY2015,Baccalaureate (All),Emory and Henry College,"$2,144,410","$3,017,523","$4,409,676","$1,875",$0,"$681,792","$5,093,343","$9,866","$6,409","$8,117,275","$1,311,140",590,"$287,577",,590,,"$287,577","$126,118"
FY2016,Baccalaureate (All),Emory and Henry College,"$1,537,933","$3,046,370","$3,215,055","$2,650",$0,"$2,065,683","$5,283,388","$10,319","$6,761","$8,336,519","$3,157,486",598,"$232,709",0,598,$0,"$232,709","$131,854"
FY2011,Baccalaureate (All),Ferrum College,"$918,151","$1,297,827","$543,966","$8,433",$0,"$214,599","$766,998",,$0,"$2,064,825","$367,533",,,,,,,
FY2012,Baccalaureate (All),Ferrum College,"$1,300,550","$1,617,990","$1,352,209","$23,872",$0,"$328,175","$1,704,256",,$0,"$3,322,246","$428,884",,,,,,,
FY2013,Baccalaureate (All),Ferrum College,"$1,195,449","$1,542,503","$1,078,468","$2,183",$0,"$279,764","$1,360,415",,"$4,619,484","$7,522,402","$799,830",,,,,,,
FY2014,Baccalaureate (All),Ferrum College,"$814,911","$1,199,733","$192,837","$3,012",$0,"$323,602","$519,451",,"$8,761,959","$10,481,143","$8,572,688",,,,,,,
FY2015,Baccalaureate (All),Ferrum College,"$970,604","$1,372,885","$278,284","$2,773",$0,"$266,289","$547,346",,"$2,498,301","$4,418,532","$893,048",,,,,,,
FY2016,Baccalaureate (All),Ferrum College,"$776,874","$1,118,598","$146,289","$3,407",$0,"$512,817","$662,513",,"$254,227","$2,035,338","$266,434",,,,,,,
FY2011,Baccalaureate (All),Hampden-Sydney College,"$1,627,965","$3,460,466","$2,816,159","$1,091,688",$0,"$1,645,167","$5,553,014",$0,$0,"$9,013,480","$4,008,645",0,$0,0,0,$0,$0,
FY2012,Baccalaureate (All),Hampden-Sydney College,"$2,066,161","$4,054,630","$2,716,555","$33,061",$0,"$1,283,858","$4,033,474",$0,$0,"$8,088,104","$4,529,780",0,$0,0,0,$0,$0,
FY2013,Baccalaureate (All),Hampden-Sydney College,"$1,764,958","$3,708,828","$3,685,118","$33,559",$0,"$3,893,371","$7,612,048",$0,$0,"$11,320,876","$6,922,571",0,$0,0,0,$0,$0,
FY2014,Baccalaureate (All),Hampden-Sydney College,"$2,770,204","$4,649,169","$2,251,304","$15,941",$0,"$3,416,855","$5,684,100",$0,$0,"$10,333,269","$4,997,197",,,,,,,
FY2015,Baccalaureate (All),Hampden-Sydney College,"$2,004,838","$3,801,085","$2,296,337","$49,838",$0,"$3,741,432","$6,087,607",$0,$0,"$9,888,692","$6,088,956",0,$0,0,0,$0,$0,
FY2016,Baccalaureate (All),Hampden-Sydney College,"$1,460,344","$2,983,825","$2,867,353","$14,434",$0,"$2,398,490","$5,280,277",$0,$0,"$8,264,102","$4,961,012",0,$0,0,0,$0,$0,
FY2011,Baccalaureate (All),Hollins University,"$1,701,471","$3,925,433","$2,700,617","$305,986",$0,"$5,462,254","$8,468,857",,"$87,884","$12,482,174","$5,228,556",,,,,,,
FY2012,Baccalaureate (All),Hollins University,"$2,414,997","$4,980,324","$2,060,364","$151,160",$0,"$6,535,464","$8,746,988",,$0,"$13,727,312","$8,591,405",,,,,,,
FY2013,Baccalaureate (All),Hollins University,"$1,353,667","$4,081,093","$3,544,623","$221,289",$0,"$3,453,729","$7,219,641",,$0,"$11,300,734","$8,550,385",,,,,,,
FY2014,Baccalaureate (All),Hollins University,"$2,225,968","$5,306,900","$1,433,557","$54,215",$0,"$3,160,708","$4,648,480",,$0,"$9,955,380","$6,386,825",,,,,,,
FY2015,Baccalaureate (All),Hollins University,"$1,949,240","$4,945,642","$996,413","$105,975",$0,"$2,607,182","$3,709,570",,$0,"$8,655,212","$3,118,653",,,,,,,
FY2016,Baccalaureate (All),Hollins University,"$3,136,259","$6,086,763","$2,439,143","$6,009,399",$0,"$4,040,306","$12,488,848",,$0,"$18,575,611","$10,006,850",,,,,,,
FY2011,Baccalaureate (All),Mary Baldwin University,"$953,820","$2,567,546","$100,025","$1,612",$0,"$194,805","$296,442",$0,$0,"$2,863,988","$1,327,724",,$0,,,$0,$0,$730
FY2012,Baccalaureate (All),Mary Baldwin University,"$7,588,785","$10,175,413",$0,"$5,050",$0,"$949,541","$954,591",$0,$0,"$11,130,004","$8,060,254",,,,,,,"$6,966,571"
FY2013,Baccalaureate (All),Mary Baldwin University,"$555,372","$2,398,452","$2,340,193","$16,582",$0,"$870,629","$3,227,404",$0,$0,"$5,625,856","$3,479,759",,,,,,,$840
FY2014,Baccalaureate (All),Mary Baldwin University,"$1,171,850","$2,367,988","$7,582,673","$7,146",$0,"$687,223","$8,277,042",$0,$0,"$10,645,030","$8,378,189",,,,,,,"$10,770"
FY2015,Baccalaureate (All),Mary Baldwin University,"$1,239,384","$3,138,303","$395,858","$23,750",$0,"$287,865","$707,473",$0,$0,"$3,845,776","$1,269,864",0,$0,0,0,$0,$0,"$1,050"
FY2016,Baccalaureate (All),Mary Baldwin University,"$1,391,311","$3,224,280","$209,730","$343,854",$0,"$257,432","$811,016",$0,$0,"$4,035,296","$1,767,252",0,$0,0,0,$0,$0,$450
FY2011,Baccalaureate (All),Randolph-Macon College,"$2,822,077","$4,238,190","$3,367,255","$247,201",$0,"$1,116,240","$4,730,696","$128,372","$45,685","$9,014,571","$4,920,759",0,$0,0,0,$0,$0,"$242,418"
FY2012,Baccalaureate (All),Randolph-Macon College,"$1,342,395","$2,787,689","$12,774,200","$426,650",$0,"$3,305,571","$16,506,421","$326,803","$144,147","$19,438,257","$15,720,044",0,$0,0,0,$0,$0,"$278,260"
FY2013,Baccalaureate (All),Randolph-Macon College,"$2,078,975","$3,420,620","$1,966,387","$204,235",$0,"$2,781,913","$4,952,535","$490,080","$149,916","$8,523,071","$4,161,466",0,$0,0,0,$0,$0,"$188,364"
FY2014,Baccalaureate (All),Randolph-Macon College,"$1,859,317","$3,186,494","$3,457,170","$249,077",$0,"$2,548,113","$6,254,360","$327,866","$141,197","$9,582,051","$4,409,799",0,$0,0,0,$0,$0,"$251,341"
FY2015,Baccalaureate (All),Randolph-Macon College,"$1,821,652","$3,048,599","$6,736,582","$401,782",$0,"$1,798,767","$8,937,131","$177,035","$75,944","$12,061,674","$3,478,493",0,$0,0,0,$0,$0,"$280,714"
FY2016,Baccalaureate (All),Randolph-Macon College,"$1,655,416","$2,822,832","$5,762,726","$479,519",$0,"$1,589,242","$7,831,487","$60,000","$26,685","$10,681,004","$2,915,164",0,$0,0,0,$0,$0,"$284,692"
FY2011,Baccalaureate (All),Randolph College,"$2,419,738","$4,251,996","$3,330,151","$424,262",$0,"$1,166,952","$4,921,365","$10,000","$8,466","$9,181,827","$5,587,051",106,"$13,227",0,106,$0,"$13,227","$2,000"
FY2012,Baccalaureate (All),Randolph College,"$1,952,946","$4,130,950","$1,009,501","$95,263",$0,"$1,186,678","$2,291,442","$60,000","$25,841","$6,448,233","$3,492,495",12,"$16,300",0,12,$0,"$16,300","$1,675"
FY2013,Baccalaureate (All),Randolph College,"$1,413,661","$3,576,198","$1,547,922","$306,125",$0,"$709,114","$2,563,161","$65,000","$56,391","$6,195,750","$3,481,230",136,"$15,474",,136,,"$15,474","$5,324"
FY2014,Baccalaureate (All),Randolph College,"$1,085,016","$3,435,456","$1,087,512","$9,187",$0,"$1,378,871","$2,475,570",$0,$0,"$5,911,026","$2,468,263",38,"$51,936",0,38,$0,"$51,936","$3,470"
FY2015,Baccalaureate (All),Randolph College,"$1,707,984","$3,936,759","$4,407,590","$970,906",$0,"$535,776","$5,914,272",$0,$0,"$9,851,031","$4,007,341",69,"$25,952",0,69,$0,"$25,952","$2,720"
FY2016,Baccalaureate (All),Randolph College,"$10,213,417","$12,148,382","$2,700,000","$98,550",$0,"$415,145","$3,213,695",$0,$0,"$15,362,077","$2,700,577",171,"$227,673",0,171,$0,"$227,673","$39,585"
FY2011,Baccalaureate (All),Roanoke College,"$956,391","$2,044,211","$1,946,467",$0,$0,"$3,789,113","$5,735,580","$10,000","$6,490","$7,786,281","$5,034,422",,,,,,,"$51,248"
FY2012,Baccalaureate (All),Roanoke College,"$976,326","$2,070,598","$2,953,979","$76,963",$0,"$1,354,650","$4,385,592","$10,000","$7,532","$6,463,722","$3,291,501",496,"$104,283",0,496,$0,"$104,283","$72,011"
FY2013,Baccalaureate (All),Roanoke College,"$1,492,117","$2,370,327","$2,936,127","$76,663",$0,"$1,727,036","$4,739,826","$50,024","$42,945","$7,153,098","$3,771,880",476,"$186,336",0,476,$0,"$186,336","$103,202"
FY2014,Baccalaureate (All),Roanoke College,"$1,190,056","$2,214,747","$4,209,094","$151,663",$0,"$922,080","$5,282,837","$621,348","$396,664","$7,894,248","$3,515,754",873,"$199,918",0,873,$0,"$199,918","$88,912"
FY2015,Baccalaureate (All),Roanoke College,"$1,736,130","$2,689,871","$3,887,223","$84,706",$0,"$2,400,407","$6,372,336","$35,000","$25,263","$9,087,470","$5,237,789","1,228","$199,474",1,"1,229","$263,082","$462,556","$77,036"
FY2016,Baccalaureate (All),Roanoke College,"$1,422,839","$2,201,107","$4,159,639","$76,663",$0,"$3,479,725","$7,716,027","$501,022","$426,734","$10,343,868","$3,869,129",862,"$170,235",0,862,$0,"$170,235","$66,330"
FY2011,Baccalaureate (All),Sweet Briar College,"$1,046,334","$3,072,859","$721,635",$0,$0,"$3,051,508","$3,773,143","$25,000","$16,005","$6,862,007","$4,558,485",,,,,,,$0
FY2012,Baccalaureate (All),Sweet Briar College,"$1,188,132","$3,148,454","$334,276",$0,$0,"$1,938,924","$2,273,200",$0,$0,"$5,421,654","$3,808,548",,,,,,,$0
FY2013,Baccalaureate (All),Sweet Briar College,"$2,491,827","$4,428,870","$798,536","$102,672",$0,"$1,434,374","$2,335,582","$10,180","$5,517","$6,769,969","$3,765,955",,,,,,,$0
FY2014,Baccalaureate (All),Sweet Briar College,"$2,115,276","$4,479,348","$1,044,550","$11,222",$0,"$1,024,975","$2,080,747","$175,385","$71,876","$6,631,971","$4,813,608",,,,,,,$0
FY2015,Baccalaureate (All),Sweet Briar College,"$887,161","$7,261,846","$483,520","$10,000",$0,"$269,787","$763,307","$10,000","$4,895","$8,030,048","$1,798,579",0,$0,0,0,$0,$0,$0
FY2016,Baccalaureate (All),Sweet Briar College,"$1,120,892","$17,123,378","$1,035,408",$0,$0,"$679,746","$1,715,154",$0,$0,"$18,838,532","$5,606,662",0,$0,0,0,$0,$0,$0
FY2011,Baccalaureate (All),University of Richmond,"$5,164,768","$7,280,424","$8,114,877","$10,657,146",$0,"$6,641,016","$25,413,039","$3,096,453","$2,499,366","$35,192,829","$10,183,694","2,381","$1,425,834",194,"2,575","$2,055,368","$3,481,202","$898,446"
FY2012,Baccalaureate (All),University of Richmond,"$6,315,621","$8,426,160","$6,828,418","$168,546",$0,"$1,942,203","$8,939,167","$264,216","$120,629","$17,485,956","$8,913,009","2,467","$1,575,559",0,"2,467",$0,"$1,575,559","$1,046,999"
FY2013,Baccalaureate (All),University of Richmond,"$6,919,652","$9,286,667","$3,882,164","$5,250,271",$0,"$6,569,670","$15,702,105","$878,234","$559,141","$25,547,913","$8,857,103","2,930","$1,386,224",35,"2,965","$1,957,856","$3,344,080","$982,062"
FY2014,Baccalaureate (All),University of Richmond,"$7,297,320","$12,537,075","$1,797,553","$27,000",$0,"$11,408,653","$13,233,206","$368,383","$256,424","$26,026,705","$11,686,887","1,953","$1,457,253",17,"1,970","$401,923","$1,859,176","$1,027,791"
FY2015,Baccalaureate (All),University of Richmond,"$7,757,795","$12,979,512","$1,667,145","$34,640",$0,"$8,645,431","$10,347,216","$1,132,373","$880,670","$24,207,398","$10,561,992","1,980","$1,429,856",22,"2,002","$150,689","$1,580,545","$968,927"
FY2016,Baccalaureate (All),University of Richmond,"$6,420,337","$11,723,177","$4,337,195","$1,821,319",$0,"$7,989,264","$14,147,778","$114,182","$79,310","$25,950,265","$10,368,368","1,938","$1,635,909",15,"1,953","$128,632","$1,764,541","$1,124,225"
FY2014,Baccalaureate (All),Virginia Military Institute,"$4,435,118","$7,067,106",$0,"$1,202,811",$0,"$26,694,854","$27,897,665",,$0,"$34,964,771","$29,361,655",,,,,,,
FY2015,Baccalaureate (All),Virginia Military Institute,"$3,653,586","$6,520,443",$0,"$4,433,110",$0,"$21,312,035","$25,745,145",,"$1,177,626","$33,443,214","$26,073,729",,,,,,,
FY2016,Baccalaureate (All),Virginia Military Institute,"$7,532,046","$7,532,046",$0,$0,$0,"$25,052,038","$25,052,038",,"$1,972,283","$34,556,367","$27,786,930",,,,,,,
FY2011,Baccalaureate (All),Virginia Wesleyan College,"$667,137","$2,206,810","$851,436",$277,$0,"$236,384","$1,088,097",$0,$0,"$3,294,907","$216,352",0,$0,0,0,$0,$0,"$16,406"
FY2012,Baccalaureate (All),Virginia Wesleyan College,"$689,777","$1,600,651","$1,822,533",$100,$0,"$465,704","$2,288,337",$0,$0,"$3,888,988","$249,610",0,$0,0,0,$0,$0,"$20,055"
FY2013,Baccalaureate (All),Virginia Wesleyan College,"$1,601,235","$2,581,427","$2,645,285",$181,$0,"$159,475","$2,804,941",$0,$0,"$5,386,368","$228,814",0,$0,0,0,$0,$0,"$20,517"
FY2014,Baccalaureate (All),Virginia Wesleyan College,"$1,939,346","$2,891,358","$1,569,839",$175,$0,"$229,118","$1,799,132",$0,$0,"$4,690,490","$478,521",0,$0,0,0,$0,$0,"$21,128"
FY2015,Baccalaureate (All),Virginia Wesleyan College,"$2,344,155","$3,284,081","$11,330,297","$17,507",$0,"$1,862,827","$13,210,631",$0,$0,"$16,494,712","$417,214",0,$0,0,0,$0,$0,"$36,315"
FY2016,Baccalaureate (All),Virginia Wesleyan College,"$1,434,354","$2,343,895","$11,128,879",$435,$0,"$176,007","$11,305,321",$0,$0,"$13,649,216","$219,663",0,$0,0,0,$0,$0,"$29,788"
FY2011,Baccalaureate (All),Washington and Lee University,"$5,341,524","$12,962,085","$4,810,881","$3,460,812",$0,"$38,248,754","$46,520,447","$1,326,365","$443,319","$59,925,851","$45,617,802",,,,,,,"$112,715"
FY2012,Baccalaureate (All),Washington and Lee University,"$5,071,412","$14,258,027","$8,397,899","$9,156,920",$0,"$18,942,482","$36,497,301","$359,619","$133,495","$50,888,823","$26,802,374",,,,,,,"$130,255"
FY2013,Baccalaureate (All),Washington and Lee University,"$3,639,380","$16,390,523","$18,132,095","$10,259,821",$0,"$28,988,558","$57,380,474","$1,380,502","$750,596","$74,521,593","$40,321,079",,,,,,,"$155,556"
FY2014,Baccalaureate (All),Washington and Lee University,"$3,552,824","$13,005,964","$13,641,006","$10,847,057",$0,"$16,661,836","$41,149,899","$754,953","$295,204","$54,451,067","$27,810,570",,,,,,,"$133,180"
FY2015,Baccalaureate (All),Washington and Lee University,"$3,196,318","$13,493,448","$10,437,050","$11,836,817",$0,"$12,594,413","$34,868,280","$347,721","$150,085","$48,511,813","$19,254,182",,,,,,,"$100,076"
FY2016,Baccalaureate (All),Washington and Lee University,"$2,392,589","$12,420,368","$9,257,741","$12,692,113",$0,"$13,577,208","$35,527,062","$1,117,664","$408,059","$48,355,489","$20,662,168",,,,,,,"$122,335"
FY2011,Baccalaureate (All),University of Puget Sound,"$1,254,233","$3,430,913","$4,760,042","$69,776",$0,"$4,589,183","$9,419,001","$363,403","$62,318","$12,912,232","$3,607,946",782,"$153,785",1,783,"$50,000","$203,785","$30,632"
FY2012,Baccalaureate (All),University of Puget Sound,"$1,598,561","$3,851,936","$3,310,017",$240,$0,"$12,171,328","$15,481,585","$36,029","$19,778","$19,353,299","$3,750,924",718,"$99,404",0,718,$0,"$99,404","$26,141"
FY2013,Baccalaureate (All),University of Puget Sound,"$1,793,283","$5,398,258","$3,516,550",$240,$0,"$3,157,791","$6,674,581","$688,279","$327,705","$12,400,544","$4,381,240",793,"$160,035",0,793,$0,"$160,035","$38,130"
FY2014,Baccalaureate (All),University of Puget Sound,"$1,888,171","$6,250,070","$4,057,059",$240,$0,"$6,157,836","$10,215,135","$301,302","$176,340","$16,641,545","$4,667,469",909,"$121,159",,909,,"$121,159","$29,656"
FY2015,Baccalaureate (All),University of Puget Sound,"$1,521,560","$5,075,850","$3,671,022",$120,$0,"$3,722,177","$7,393,319","$297,984","$150,633","$12,619,802","$3,005,414",745,"$112,392",0,745,$0,"$112,392","$32,636"
FY2016,Baccalaureate (All),University of Puget Sound,"$1,702,690","$6,463,853","$3,575,893","$100,250",$0,"$3,693,068","$7,369,211","$85,916","$73,056","$13,906,120","$5,702,598",618,"$120,382",3,621,"$105,000","$225,382","$42,903"
FY2011,Baccalaureate (All),Whitman College,"$3,037,923","$5,107,463","$756,988","$128,703",$0,"$8,713,880","$9,599,571","$550,761","$223,507","$14,930,541","$8,984,841",527,"$141,029",131,658,"$3,226,918","$3,367,947","$49,776"
FY2012,Baccalaureate (All),Whitman College,"$2,481,202","$4,650,669","$812,150","$41,553",$0,"$8,077,103","$8,930,806","$5,004,131","$1,442,896","$15,024,371","$7,759,074",534,"$239,611",130,664,"$244,597","$484,208","$53,043"
FY2013,Baccalaureate (All),Whitman College,"$3,714,761","$5,406,091","$1,150,329","$190,823",$0,"$8,359,238","$9,700,390","$1,449,875","$569,895","$15,676,376","$9,965,237",666,"$142,846",211,877,"$1,531,312","$1,674,158","$60,323"
FY2014,Baccalaureate (All),Whitman College,"$4,375,083","$6,267,828","$263,016","$151,545",$0,"$6,734,025","$7,148,586","$515,607","$246,720","$13,663,134","$8,853,117",522,"$133,203",206,728,"$110,636","$243,839","$64,662"
FY2015,Baccalaureate (All),Whitman College,"$2,394,586","$5,235,030","$1,221,864","$700,331",$0,"$10,809,655","$12,731,850","$428,355","$267,453","$18,234,333","$8,842,736",452,"$151,670",223,675,"$226,385","$378,055","$71,348"
FY2016,Baccalaureate (All),Whitman College,"$1,864,648","$7,244,122","$1,298,303","$190,436",$0,"$3,635,835","$5,124,574","$1,967,417","$822,755","$13,191,451","$8,011,139",554,"$167,609",193,747,"$90,162","$257,771","$74,693"
FY2011,Baccalaureate (All),Bethany College,"$335,351","$1,872,941","$10,000",$500,$0,"$630,741","$641,241","$148,000","$38,336","$2,552,518","$1,599,575",362,"$114,803",8,370,"$4,125","$118,928","$78,205"
FY2012,Baccalaureate (All),Bethany College,"$1,144,764","$2,949,901","$286,000",$0,$0,"$633,234","$919,234","$792,430","$564,980","$4,434,115","$2,274,221",311,"$84,635",0,311,$0,"$84,635","$45,594"
FY2013,Baccalaureate (All),Bethany College,"$609,379","$3,101,557",$0,$500,$0,"$740,442","$740,942","$55,000","$14,623","$3,857,122","$2,370,796",269,"$138,161",0,269,$0,"$138,161","$36,650"
FY2014,Baccalaureate (All),Bethany College,"$296,513","$1,509,964","$10,000",$0,$0,"$488,176","$498,176","$48,000","$24,532","$2,032,672","$1,007,899",339,"$128,348",0,339,$0,"$128,348","$86,552"
FY2015,Baccalaureate (All),Bethany College,"$440,635","$2,290,631","$5,000",$750,$0,"$301,811","$307,561","$10,000","$3,222","$2,601,414","$1,204,421",442,"$144,315",,442,,"$144,315","$40,198"
FY2016,Baccalaureate (All),Bethany College,"$953,249","$2,638,516","$66,645",$0,$0,"$1,305,932","$1,372,577",$0,$0,"$4,011,093","$2,410,583",374,"$161,278",2,376,"$2,000","$163,278","$62,447"
FY2011,Baccalaureate (All),Davis & Elkins College,"$7,063,469","$7,994,940","$208,381",$50,$0,"$577,135","$785,566",$0,$0,"$8,780,506","$384,980",419,"$77,600",0,419,$0,"$77,600","$23,466"
FY2012,Baccalaureate (All),Davis & Elkins College,"$6,095,495","$6,893,069","$458,575",$0,$0,"$1,198,189","$1,656,764","$25,000","$24,148","$8,573,981","$376,156",130,"$52,155",0,130,$0,"$52,155","$11,769"
FY2013,Baccalaureate (All),Davis & Elkins College,"$3,238,503","$3,781,864","$137,544","$1,953,493",$0,"$432,128","$2,523,165","$90,166","$29,461","$6,334,490","$632,636",353,"$58,048",0,353,$0,"$58,048","$16,205"
FY2014,Baccalaureate (All),Davis & Elkins College,"$629,666","$1,123,027","$1,290,224",$0,$0,"$1,521,034","$2,811,258",$0,$0,"$3,934,285","$523,752",104,"$21,101",0,104,$0,"$21,101","$7,340"
FY2011,Baccalaureate (All),Shepherd University,"$518,670","$590,987","$770,034",$0,$0,"$972,107","$1,742,141","$2,570,000","$1,470,885","$3,804,013","$1,619,037",0,$0,0,0,$0,$0,"$34,668"
FY2012,Baccalaureate (All),Shepherd University,"$543,276","$625,895","$30,363",$0,$0,"$1,668,706","$1,699,069","$775,000","$537,809","$2,862,773","$823,774",,,,,,,"$39,802"
FY2013,Baccalaureate (All),Shepherd University,"$525,300","$623,161","$126,346",$0,$0,"$1,491,301","$1,617,647","$170,000","$146,558","$2,387,366","$389,218",541,"$108,970",0,541,$0,"$108,970","$41,885"
FY2014,Baccalaureate (All),Shepherd University,"$597,904","$688,751","$86,800",$0,$0,"$1,094,767","$1,181,567","$1,500,000","$1,023,495","$2,893,813","$724,137",,,,,,,"$31,951"
FY2015,Baccalaureate (All),Shepherd University,"$749,287","$864,228","$161,657",$0,$0,"$489,600","$651,257",$0,$0,"$1,515,485","$317,394",479,"$106,151",1,480,$600,"$106,751","$31,795"
